variant,cluster,feature,cluster_mean,global_mean,ratio,std_deviations
without_ttl,1,ct_dst_ltm,2.713973,3.096686,0.876412,-0.094934
without_ttl,1,ct_dst_sport_ltm,1.780357,1.441934,1.234700,0.161461
without_ttl,1,ct_dst_src_ltm,5.706148,4.025292,1.417573,0.273039
without_ttl,1,ct_flw_http_mthd,0.000000,0.181984,0.000000,-0.314421
without_ttl,1,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,1,ct_src_dport_ltm,2.220572,1.984017,1.119230,0.070657
without_ttl,1,ct_src_ltm,4.274886,3.905532,1.094572,0.074059
without_ttl,1,ct_srv_dst,5.638438,4.784982,1.178361,0.137706
without_ttl,1,ct_srv_src,5.903575,5.094348,1.158848,0.128986
without_ttl,1,dbytes,0.000000,23732.477242,0.000000,-0.132866
without_ttl,1,dinpkt,0.000000,106.294249,0.000000,-0.097582
without_ttl,1,djit,0.000000,822.818710,0.000000,-0.171182
without_ttl,1,dload,0.000000,1089235.616224,0.000000,-0.361420
without_ttl,1,dloss,0.000000,11.006367,0.000000,-0.168210
without_ttl,1,dmean,0.000000,196.520809,0.000000,-0.645615
without_ttl,1,dpkts,0.000000,30.059087,0.000000,-0.220140
without_ttl,1,dttl,0.000000,121.600046,0.000000,-1.048138
without_ttl,1,dur,0.000435,1.355982,0.000320,-0.245502
without_ttl,1,dwin,0.000000,179.166781,0.000000,-1.537111
without_ttl,1,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,1,rate,219959.145412,38690.934353,5.685031,1.554199
without_ttl,1,response_body_len,0.000000,3442.631622,0.000000,-0.049928
without_ttl,1,sbytes,391.420718,13825.409319,0.028312,-0.060341
without_ttl,1,sinpkt,114.462931,433.203393,0.264224,-0.072056
without_ttl,1,sjit,114.514330,5440.630147,0.021048,-0.131004
without_ttl,1,sload,293142576.724941,49681174.104178,5.900476,1.151633
without_ttl,1,sloss,0.022017,7.900743,0.002787,-0.093755
without_ttl,1,smean,193.454539,171.053843,1.130957,0.090510
without_ttl,1,spkts,2.006035,30.190459,0.066446,-0.162524
without_ttl,1,swin,5.582665,180.556553,0.030919,-1.509285
without_ttl,1,synack,0.000000,0.032020,0.000000,-0.636572
without_ttl,1,tcprtt,0.000000,0.063064,0.000000,-0.693874
without_ttl,1,trans_depth,0.000000,0.166642,0.000000,-0.170682
without_ttl,2,ackdat,0.031651,0.031043,1.019583,0.013034
without_ttl,2,ct_dst_ltm,2.720120,3.096686,0.878397,-0.093410
without_ttl,2,ct_dst_sport_ltm,1.008712,1.441934,0.699555,-0.206690
without_ttl,2,ct_dst_src_ltm,2.604138,4.025292,0.646944,-0.230853
without_ttl,2,ct_flw_http_mthd,0.234141,0.181984,1.286599,0.090113
without_ttl,2,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,2,ct_src_dport_ltm,1.408930,1.984017,0.710140,-0.171774
without_ttl,2,ct_src_ltm,3.286414,3.905532,0.841477,-0.124139
without_ttl,2,ct_srv_dst,4.044378,4.784982,0.845223,-0.119498
without_ttl,2,ct_srv_src,4.143752,5.094348,0.813402,-0.151520
without_ttl,2,dbytes,530780.107814,23732.477242,22.365137,2.838694
without_ttl,2,dinpkt,28.233110,106.294249,0.265613,-0.071663
without_ttl,2,djit,4002.834046,822.818710,4.864782,0.661583
without_ttl,2,dload,1497754.465826,1089235.616224,1.375051,0.135551
without_ttl,2,dloss,195.715764,11.006367,17.782049,2.822912
without_ttl,2,dmean,1137.789273,196.520809,5.789663,3.092277
without_ttl,2,dpkts,415.803430,30.059087,13.832870,2.825028
without_ttl,2,dttl,138.732644,121.600046,1.140893,0.147675
without_ttl,2,dur,5.576242,1.355982,4.112326,0.764326
without_ttl,2,dwin,254.305745,179.166781,1.419380,0.644634
without_ttl,2,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,2,rate,216.035061,38690.934353,0.005584,-0.329885
without_ttl,2,response_body_len,89983.755513,3442.631622,26.138073,1.255105
without_ttl,2,sbytes,9949.655050,13825.409319,0.719664,-0.017409
without_ttl,2,sinpkt,59.271840,433.203393,0.136822,-0.084533
without_ttl,2,sjit,5843.228614,5440.630147,1.073998,0.009903
without_ttl,2,sload,31166.382510,49681174.104178,0.000627,-0.234857
without_ttl,2,sloss,13.456575,7.900743,1.703204,0.066113
without_ttl,2,smean,59.559216,171.053843,0.348190,-0.450493
without_ttl,2,spkts,168.509665,30.190459,5.581554,0.797610
without_ttl,2,swin,254.305745,180.556553,1.408455,0.636144
without_ttl,2,synack,0.029751,0.032020,0.929140,-0.045108
without_ttl,2,tcprtt,0.061403,0.063064,0.973661,-0.018276
without_ttl,2,trans_depth,0.218350,0.166642,1.310295,0.052962
without_ttl,3,ackdat,0.000093,0.031043,0.002992,-0.663587
without_ttl,3,ct_dst_ltm,16.482553,3.096686,5.322642,3.320448
without_ttl,3,ct_dst_sport_ltm,9.810387,1.441934,6.803630,3.992588
without_ttl,3,ct_dst_src_ltm,30.122802,4.025292,7.483382,4.239286
without_ttl,3,ct_flw_http_mthd,0.000270,0.181984,0.001486,-0.313954
without_ttl,3,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,3,ct_src_dport_ltm,15.869895,1.984017,7.998870,4.147611
without_ttl,3,ct_src_ltm,16.636732,3.905532,4.259787,2.552718
without_ttl,3,ct_srv_dst,30.008656,4.784982,6.271425,4.069884
without_ttl,3,ct_srv_src,30.163917,5.094348,5.921056,3.995949
without_ttl,3,dbytes,1.394103,23732.477242,0.000059,-0.132858
without_ttl,3,dinpkt,0.065455,106.294249,0.000616,-0.097522
without_ttl,3,djit,1.345050,822.818710,0.001635,-0.170903
without_ttl,3,dload,27.585945,1089235.616224,0.000025,-0.361411
without_ttl,3,dloss,0.002705,11.006367,0.000246,-0.168169
without_ttl,3,dmean,0.206654,196.520809,0.001052,-0.644936
without_ttl,3,dpkts,0.010820,30.059087,0.000360,-0.220061
without_ttl,3,dttl,0.405734,121.600046,0.003337,-1.044641
without_ttl,3,dur,0.368552,1.355982,0.271797,-0.178832
without_ttl,3,dwin,0.501758,179.166781,0.002801,-1.532806
without_ttl,3,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,3,rate,204343.318048,38690.934353,5.281426,1.420308
without_ttl,3,response_body_len,0.000000,3442.631622,0.000000,-0.049928
without_ttl,3,sbytes,373.949689,13825.409319,0.027048,-0.060420
without_ttl,3,sinpkt,86.107706,433.203393,0.198770,-0.078466
without_ttl,3,sjit,133.975261,5440.630147,0.024625,-0.130525
without_ttl,3,sload,240603292.162628,49681174.104178,4.842947,0.903109
without_ttl,3,sloss,0.101434,7.900743,0.012838,-0.092810
without_ttl,3,smean,175.032188,171.053843,1.023258,0.016074
without_ttl,3,spkts,2.223965,30.190459,0.073665,-0.161267
without_ttl,3,swin,6.138761,180.556553,0.033999,-1.504489
without_ttl,3,synack,0.000088,0.032020,0.002750,-0.634821
without_ttl,3,tcprtt,0.000181,0.063064,0.002869,-0.691883
without_ttl,3,trans_depth,0.000270,0.166642,0.001623,-0.170405
without_ttl,4,ackdat,0.000010,0.031043,0.000329,-0.665359
without_ttl,4,ct_dst_ltm,3.350020,3.096686,1.081808,0.062841
without_ttl,4,ct_dst_sport_ltm,1.081916,1.441934,0.750323,-0.171765
without_ttl,4,ct_dst_src_ltm,2.727026,4.025292,0.677473,-0.210891
without_ttl,4,ct_flw_http_mthd,0.000000,0.181984,0.000000,-0.314421
without_ttl,4,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,4,ct_src_dport_ltm,1.309621,1.984017,0.660085,-0.201437
without_ttl,4,ct_src_ltm,3.893653,3.905532,0.996958,-0.002382
without_ttl,4,ct_srv_dst,4.276327,4.784982,0.893698,-0.082072
without_ttl,4,ct_srv_src,4.251018,5.094348,0.834458,-0.134422
without_ttl,4,dbytes,229.303952,23732.477242,0.009662,-0.131582
without_ttl,4,dinpkt,3.844651,106.294249,0.036170,-0.094052
without_ttl,4,djit,5.509808,822.818710,0.006696,-0.170036
without_ttl,4,dload,532440.914800,1089235.616224,0.488821,-0.184750
without_ttl,4,dloss,0.000479,11.006367,0.000044,-0.168203
without_ttl,4,dmean,78.191058,196.520809,0.397877,-0.388740
without_ttl,4,dpkts,2.683832,30.059087,0.089285,-0.200485
without_ttl,4,dttl,28.165349,121.600046,0.231623,-0.805365
without_ttl,4,dur,2.598649,1.355982,1.916433,0.225058
without_ttl,4,dwin,0.122156,179.166781,0.000682,-1.536063
without_ttl,4,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,4,rate,2255.889084,38690.934353,0.058305,-0.312395
without_ttl,4,response_body_len,0.000000,3442.631622,0.000000,-0.049928
without_ttl,4,sbytes,837.356168,13825.409319,0.060566,-0.058338
without_ttl,4,sinpkt,222.235603,433.203393,0.513005,-0.047693
without_ttl,4,sjit,226.166935,5440.630147,0.041570,-0.128258
without_ttl,4,sload,579204.528984,49681174.104178,0.011658,-0.232264
without_ttl,4,sloss,0.051737,7.900743,0.006548,-0.093401
without_ttl,4,smean,101.344112,171.053843,0.592469,-0.281661
without_ttl,4,spkts,5.811976,30.190459,0.192510,-0.140577
without_ttl,4,swin,2.687425,180.556553,0.014884,-1.534259
without_ttl,4,synack,0.000013,0.032020,0.000397,-0.636319
without_ttl,4,tcprtt,0.000023,0.063064,0.000364,-0.693622
without_ttl,4,trans_depth,0.000000,0.166642,0.000000,-0.170682
without_ttl,5,ackdat,0.043751,0.031043,1.409346,0.272452
without_ttl,5,ct_dst_ltm,2.147509,3.096686,0.693486,-0.235449
without_ttl,5,ct_dst_sport_ltm,1.051347,1.441934,0.729123,-0.186349
without_ttl,5,ct_dst_src_ltm,1.866476,4.025292,0.463687,-0.350679
without_ttl,5,ct_flw_http_mthd,1.217027,0.181984,6.687536,1.788284
without_ttl,5,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,5,ct_src_dport_ltm,1.231115,1.984017,0.620516,-0.224886
without_ttl,5,ct_src_ltm,2.894243,3.905532,0.741062,-0.202772
without_ttl,5,ct_srv_dst,1.748571,4.784982,0.365429,-0.489930
without_ttl,5,ct_srv_src,1.866068,5.094348,0.366302,-0.514570
without_ttl,5,dbytes,9479.752756,23732.477242,0.399442,-0.079794
without_ttl,5,dinpkt,111.978148,106.294249,1.053473,0.005218
without_ttl,5,djit,4162.889602,822.818710,5.059304,0.694881
without_ttl,5,dload,98482.482199,1089235.616224,0.090414,-0.328742
without_ttl,5,dloss,4.811454,11.006367,0.437152,-0.094677
without_ttl,5,dmean,436.954165,196.520809,2.223450,0.789877
without_ttl,5,dpkts,15.315639,30.059087,0.509518,-0.107975
without_ttl,5,dttl,182.919559,121.600046,1.504272,0.528547
without_ttl,5,dur,1.199635,1.355982,0.884698,-0.028316
without_ttl,5,dwin,255.000000,179.166781,1.423255,0.650590
without_ttl,5,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,5,rate,46.667673,38690.934353,0.001206,-0.331337
without_ttl,5,response_body_len,4116.018069,3442.631622,1.195602,0.009766
without_ttl,5,sbytes,1336.312474,13825.409319,0.096656,-0.056097
without_ttl,5,sinpkt,125.236676,433.203393,0.289094,-0.069621
without_ttl,5,sjit,9863.767074,5440.630147,1.812982,0.108794
without_ttl,5,sload,17370.058246,49681174.104178,0.000350,-0.234922
without_ttl,5,sloss,2.462536,7.900743,0.311684,-0.064713
without_ttl,5,smean,104.163740,171.053843,0.608953,-0.270269
without_ttl,5,spkts,11.718048,30.190459,0.388137,-0.106520
without_ttl,5,swin,255.000000,180.556553,1.412300,0.642132
without_ttl,5,synack,0.041882,0.032020,1.307980,0.196051
without_ttl,5,tcprtt,0.085633,0.063064,1.357878,0.248322
without_ttl,5,trans_depth,1.070131,0.166642,6.421738,0.925392
without_ttl,6,ackdat,0.000220,0.031043,0.007103,-0.660851
without_ttl,6,ct_dst_ltm,3.798037,3.096686,1.226484,0.173974
without_ttl,6,ct_dst_sport_ltm,1.002724,1.441934,0.695402,-0.209547
without_ttl,6,ct_dst_src_ltm,2.825889,4.025292,0.702033,-0.194831
without_ttl,6,ct_flw_http_mthd,0.023343,0.181984,0.128270,-0.274091
without_ttl,6,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,6,ct_src_dport_ltm,1.621248,1.984017,0.817154,-0.108356
without_ttl,6,ct_src_ltm,4.558687,3.905532,1.167238,0.130963
without_ttl,6,ct_srv_dst,5.830210,4.784982,1.218439,0.168649
without_ttl,6,ct_srv_src,6.145789,5.094348,1.206394,0.167594
without_ttl,6,dbytes,21461.395707,23732.477242,0.904305,-0.012715
without_ttl,6,dinpkt,4.733411,106.294249,0.044531,-0.093236
without_ttl,6,djit,128.825767,822.818710,0.156566,-0.144381
without_ttl,6,dload,4866605.706470,1089235.616224,4.467909,1.253372
without_ttl,6,dloss,14.139496,11.006367,1.284665,0.047884
without_ttl,6,dmean,404.521018,196.520809,2.058413,0.683327
without_ttl,6,dpkts,42.999577,30.059087,1.430502,0.094771
without_ttl,6,dttl,29.433892,121.600046,0.242055,-0.794431
without_ttl,6,dur,0.138622,1.355982,0.102230,-0.220475
without_ttl,6,dwin,255.000000,179.166781,1.423255,0.650590
without_ttl,6,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,6,rate,3025.983906,38690.934353,0.078209,-0.305792
without_ttl,6,response_body_len,1.931145,3442.631622,0.000561,-0.049900
without_ttl,6,sbytes,4858.090085,13825.409319,0.351389,-0.040278
without_ttl,6,sinpkt,4.723401,433.203393,0.010903,-0.096865
without_ttl,6,sjit,311.960957,5440.630147,0.057339,-0.126147
without_ttl,6,sload,1506996.444062,49681174.104178,0.030333,-0.227876
without_ttl,6,sloss,7.783664,7.900743,0.985181,-0.001393
without_ttl,6,smean,129.231412,171.053843,0.755501,-0.168983
without_ttl,6,spkts,42.422103,30.190459,1.405149,0.070533
without_ttl,6,swin,255.000000,180.556553,1.412300,0.642132
without_ttl,6,synack,0.000679,0.032020,0.021196,-0.623079
without_ttl,6,tcprtt,0.000899,0.063064,0.014258,-0.683980
without_ttl,6,trans_depth,0.023296,0.166642,0.139798,-0.146821
without_ttl,7,ackdat,0.000000,0.031043,0.000000,-0.665578
without_ttl,7,ct_dst_ltm,1.590826,3.096686,0.513719,-0.373538
without_ttl,7,ct_dst_sport_ltm,1.590826,1.441934,1.103258,0.071036
without_ttl,7,ct_dst_src_ltm,1.853211,4.025292,0.460392,-0.352833
without_ttl,7,ct_flw_http_mthd,0.000000,0.181984,0.000000,-0.314421
without_ttl,7,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,7,ct_src_dport_ltm,1.574312,1.984017,0.793497,-0.122376
without_ttl,7,ct_src_ltm,1.574312,3.905532,0.403098,-0.467430
without_ttl,7,ct_srv_dst,1.981651,4.784982,0.414140,-0.452322
without_ttl,7,ct_srv_src,1.853211,5.094348,0.363778,-0.516619
without_ttl,7,dbytes,0.000000,23732.477242,0.000000,-0.132866
without_ttl,7,dinpkt,0.000000,106.294249,0.000000,-0.097582
without_ttl,7,djit,0.000000,822.818710,0.000000,-0.171182
without_ttl,7,dload,0.000000,1089235.616224,0.000000,-0.361420
without_ttl,7,dloss,0.000000,11.006367,0.000000,-0.168210
without_ttl,7,dmean,0.000000,196.520809,0.000000,-0.645615
without_ttl,7,dpkts,0.000000,30.059087,0.000000,-0.220140
without_ttl,7,dttl,0.000000,121.600046,0.000000,-1.048138
without_ttl,7,dur,8.695945,1.355982,6.413022,1.329332
without_ttl,7,dwin,0.000000,179.166781,0.000000,-1.537111
without_ttl,7,is_sm_ips_ports,1.000000,0.005058,197.688073,14.024553
without_ttl,7,rate,159.857820,38690.934353,0.004132,-0.330367
without_ttl,7,response_body_len,0.000000,3442.631622,0.000000,-0.049928
without_ttl,7,sbytes,53.827523,13825.409319,0.003893,-0.061858
without_ttl,7,sinpkt,59119.785640,433.203393,136.471197,13.267023
without_ttl,7,sjit,6.741024,5440.630147,0.001239,-0.133655
without_ttl,7,sload,54991.148650,49681174.104178,0.001107,-0.234744
without_ttl,7,sloss,0.003670,7.900743,0.000464,-0.093973
without_ttl,7,smean,45.988991,171.053843,0.268857,-0.505323
without_ttl,7,spkts,1.170642,30.190459,0.038775,-0.167341
without_ttl,7,swin,0.935780,180.556553,0.005183,-1.549368
without_ttl,7,synack,0.000000,0.032020,0.000000,-0.636572
without_ttl,7,tcprtt,0.000000,0.063064,0.000000,-0.693874
without_ttl,7,trans_depth,0.000000,0.166642,0.000000,-0.170682
without_ttl,8,ackdat,0.035589,0.031043,1.146429,0.097460
without_ttl,8,ct_dst_ltm,3.166938,3.096686,1.022686,0.017426
without_ttl,8,ct_dst_sport_ltm,1.002710,1.441934,0.695392,-0.209554
without_ttl,8,ct_dst_src_ltm,3.201626,4.025292,0.795377,-0.133797
without_ttl,8,ct_flw_http_mthd,0.000000,0.181984,0.000000,-0.314421
without_ttl,8,ct_ftp_cmd,1.010298,0.017310,58.364353,7.476077
without_ttl,8,ct_src_dport_ltm,1.022222,1.984017,0.515229,-0.287281
without_ttl,8,ct_src_ltm,3.979946,3.905532,1.019053,0.014921
without_ttl,8,ct_srv_dst,1.194038,4.784982,0.249539,-0.579405
without_ttl,8,ct_srv_src,1.234146,5.094348,0.242258,-0.615294
without_ttl,8,dbytes,2536.498645,23732.477242,0.106879,-0.118665
without_ttl,8,dinpkt,86.675946,106.294249,0.815434,-0.018010
without_ttl,8,djit,2455.128817,822.818710,2.983803,0.339592
without_ttl,8,dload,144460.279494,1089235.616224,0.132625,-0.313487
without_ttl,8,dloss,11.108401,11.006367,1.009270,0.001559
without_ttl,8,dmean,71.138753,196.520809,0.361991,-0.411908
without_ttl,8,dpkts,35.665041,30.059087,1.186498,0.041056
without_ttl,8,dttl,149.383740,121.600046,1.228484,0.239483
without_ttl,8,dur,2.108646,1.355982,1.555069,0.136314
without_ttl,8,dwin,255.000000,179.166781,1.423255,0.650590
without_ttl,8,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,8,rate,516.827336,38690.934353,0.013358,-0.327306
without_ttl,8,response_body_len,0.000000,3442.631622,0.000000,-0.049928
without_ttl,8,sbytes,2612.086721,13825.409319,0.188934,-0.050367
without_ttl,8,sinpkt,83.131746,433.203393,0.191900,-0.079139
without_ttl,8,sjit,5756.180480,5440.630147,1.057999,0.007761
without_ttl,8,sload,117028.908546,49681174.104178,0.002356,-0.234451
without_ttl,8,sloss,8.695393,7.900743,1.100579,0.009456
without_ttl,8,smean,65.748509,171.053843,0.384373,-0.425485
without_ttl,8,spkts,35.717073,30.190459,1.183058,0.031869
without_ttl,8,swin,255.000000,180.556553,1.412300,0.642132
without_ttl,8,synack,0.034916,0.032020,1.090438,0.057570
without_ttl,8,tcprtt,0.070505,0.063064,1.117999,0.081877
without_ttl,8,trans_depth,0.000000,0.166642,0.000000,-0.170682
without_ttl,9,ackdat,0.060182,0.031043,1.938657,0.624750
without_ttl,9,ct_dst_ltm,1.990998,3.096686,0.642945,-0.274273
without_ttl,9,ct_dst_sport_ltm,1.024795,1.441934,0.710708,-0.199017
without_ttl,9,ct_dst_src_ltm,2.229154,4.025292,0.553787,-0.291765
without_ttl,9,ct_flw_http_mthd,0.187934,0.181984,1.032695,0.010280
without_ttl,9,ct_ftp_cmd,0.000000,0.017310,0.000000,-0.130326
without_ttl,9,ct_src_dport_ltm,1.093493,1.984017,0.551151,-0.265993
without_ttl,9,ct_src_ltm,2.352179,3.905532,0.602269,-0.311461
without_ttl,9,ct_srv_dst,1.798484,4.784982,0.375860,-0.481877
without_ttl,9,ct_srv_src,2.164719,5.094348,0.424926,-0.466966
without_ttl,9,dbytes,2854.316961,23732.477242,0.120271,-0.116886
without_ttl,9,dinpkt,114.429230,106.294249,1.076533,0.007468
without_ttl,9,djit,273.033789,822.818710,0.331827,-0.114379
without_ttl,9,dload,12131.803960,1089235.616224,0.011138,-0.357395
without_ttl,9,dloss,4.956412,11.006367,0.450322,-0.092461
without_ttl,9,dmean,67.592704,196.520809,0.343947,-0.423558
without_ttl,9,dpkts,40.332596,30.059087,1.341777,0.075239
without_ttl,9,dttl,222.780006,121.600046,1.832072,0.872126
without_ttl,9,dur,3.398229,1.355982,2.506101,0.369869
without_ttl,9,dwin,253.751579,179.166781,1.416287,0.639879
without_ttl,9,is_sm_ips_ports,0.000000,0.005058,0.000000,-0.071304
without_ttl,9,rate,71.186142,38690.934353,0.001840,-0.331127
without_ttl,9,response_body_len,3.445199,3442.631622,0.001001,-0.049878
without_ttl,9,sbytes,200751.852021,13825.409319,14.520500,0.839614
without_ttl,9,sinpkt,44.247272,433.203393,0.102140,-0.087930
without_ttl,9,sjit,5167.502231,5440.630147,0.949798,-0.006718
without_ttl,9,sload,394012.384927,49681174.104178,0.007931,-0.233140
without_ttl,9,sloss,79.786008,7.900743,10.098545,0.855416
without_ttl,9,smean,934.753159,171.053843,5.464672,3.085718
without_ttl,9,spkts,167.671826,30.190459,5.553802,0.792779
without_ttl,9,swin,253.751579,180.556553,1.405386,0.631364
without_ttl,9,synack,0.061425,0.032020,1.918309,0.584570
without_ttl,9,tcprtt,0.121607,0.063064,1.928325,0.644140
without_ttl,9,trans_depth,0.162034,0.166642,0.972349,-0.004720
